split,instance_id,caption,image_path,mapped_class,class_label,attributes,color,material,condition,size
train,team9_earphones_10_1,A person holding an open pink case with black earbuds.,pooled_images/team9_earphones_10_a.jpg,earphones,earphones,color:black;material:plastic;condition:used;size:small,black,plastic,used,small
train,team9_earphones_10_2,An open black earbud case.,pooled_images/team9_earphones_10_b.jpg,earphones,earphones,color:black;material:plastic;condition:used;size:small,black,plastic,used,small
train,team9_earphones_10_3,A dark gray case with a shiny yellow-orange lid.,pooled_images/team9_earphones_10_c.jpg,earphones,earphones,color:black;material:plastic;condition:used;size:small,black,plastic,used,small
train,team9_earphones_10_4,A dark gray case with a see-through dark lid.,pooled_images/team9_earphones_10_d.jpg,earphones,earphones,color:black;material:plastic;condition:used;size:small,black,plastic,used,small
train,team9_earphones_10_5,A person holding a pink case with a clear lid and dark earbuds.,pooled_images/team9_earphones_10_e.jpg,earphones,earphones,color:black;material:plastic;condition:used;size:small,black,plastic,used,small
train,team9_earphones_11_1,A pink and silver earbud case.,pooled_images/team9_earphones_11_a.jpg,earphones,earphones,color:white;material:plastic;condition:new;size:small,white,plastic,new,small
train,team9_earphones_11_2,A hand holding an open case with white earbuds.,pooled_images/team9_earphones_11_b.jpg,earphones,earphones,color:white;material:plastic;condition:new;size:small,white,plastic,new,small
train,team9_earphones_11_3,White earbuds and their open case.,pooled_images/team9_earphones_11_c.jpg,earphones,earphones,color:white;material:plastic;condition:new;size:small,white,plastic,new,small
train,team9_earphones_11_4,A hand holding an open white earbud case.,pooled_images/team9_earphones_11_d.jpg,earphones,earphones,color:white;material:plastic;condition:new;size:small,white,plastic,new,small
train,team9_earphones_11_5,White earbuds and their silver case.,pooled_images/team9_earphones_11_e.jpg,earphones,earphones,color:white;material:plastic;condition:new;size:small,white,plastic,new,small
train,team9_earphones_12_1,Black earbuds in their open case.,pooled_images/team9_earphones_12_a.jpg,earphones,earphones,color:black;material:plastic;condition:used;size:small,black,plastic,used,small
val,team9_earphones_12_2,A person holding dark gray earbuds.,pooled_images/team9_earphones_12_b.jpg,earphones,earphones,color:black;material:plastic;condition:used;size:small,black,plastic,used,small
train,team9_earphones_12_3,A hand holding a black earbud case.,pooled_images/team9_earphones_12_c.jpg,earphones,earphones,color:black;material:plastic;condition:used;size:small,black,plastic,used,small
val,team9_earphones_12_4,Black earbuds with a blue light in their open case.,pooled_images/team9_earphones_12_d.jpg,earphones,earphones,color:black;material:plastic;condition:used;size:small,black,plastic,used,small
train,team9_earphones_12_5,A black case with shiny earbuds and blue lights.,pooled_images/team9_earphones_12_e.jpg,earphones,earphones,color:black;material:plastic;condition:used;size:small,black,plastic,used,small
train,team9_keyboard_01_1,black old keyboard top view,pooled_images/team9_keyboard_01_a.jpg,keyboard,keyboard,color:black;material:plastic;condition:used;size:medium,black,plastic,used,medium
train,team9_keyboard_01_2,black old keyboard rotated top view,pooled_images/team9_keyboard_01_b.jpg,keyboard,keyboard,color:black;material:plastic;condition:used;size:medium,black,plastic,used,medium
train,team9_keyboard_01_3,black old keyboard top view,pooled_images/team9_keyboard_01_c.jpg,keyboard,keyboard,color:black;material:plastic;condition:used;size:medium,black,plastic,used,medium
val,team9_keyboard_01_4,black old keyboard slant view,pooled_images/team9_keyboard_01_d.jpg,keyboard,keyboard,color:black;material:plastic;condition:used;size:medium,black,plastic,used,medium
train,team9_keyboard_02_1,black new keyboard top view,pooled_images/team9_keyboard_02_a.jpg,keyboard,keyboard,color:black;material:plastic;condition:new;size:medium,black,plastic,new,medium
val,team9_keyboard_02_2,black new keyboard slant view,pooled_images/team9_keyboard_02_b.jpg,keyboard,keyboard,color:black;material:plastic;condition:new;size:medium,black,plastic,new,medium
train,team9_keyboard_02_3,black new keyboard slant view,pooled_images/team9_keyboard_02_c.jpg,keyboard,keyboard,color:black;material:plastic;condition:new;size:medium,black,plastic,new,medium
val,team9_keyboard_02_4,black new keyboard top view,pooled_images/team9_keyboard_02_d.jpg,keyboard,keyboard,color:black;material:plastic;condition:new;size:medium,black,plastic,new,medium
train,team9_keyboard_03_1,black keyboard side view,pooled_images/team9_keyboard_03_a.jpg,keyboard,keyboard,color:black;material:plastic;condition:new;size:medium,black,plastic,new,medium
val,team9_keyboard_03_2,black keyboard top view,pooled_images/team9_keyboard_03_b.jpg,keyboard,keyboard,color:black;material:plastic;condition:new;size:medium,black,plastic,new,medium
train,team9_keyboard_03_3,black keyboard slant view,pooled_images/team9_keyboard_03_c.jpg,keyboard,keyboard,color:black;material:plastic;condition:new;size:medium,black,plastic,new,medium
train,team9_keyboard_03_4,black keyboard top view,pooled_images/team9_keyboard_03_d.jpg,keyboard,keyboard,color:black;material:plastic;condition:new;size:medium,black,plastic,new,medium
train,team9_keyboard_04_1,black keyboard top view,pooled_images/team9_keyboard_04_a.jpg,keyboard,keyboard,color:black;material:plastic;condition:new;size:medium,black,plastic,new,medium
train,team9_keyboard_04_2,black keyboard top view,pooled_images/team9_keyboard_04_b.jpg,keyboard,keyboard,color:black;material:plastic;condition:new;size:medium,black,plastic,new,medium
train,team9_keyboard_04_3,black keyboard slant view,pooled_images/team9_keyboard_04_c.jpg,keyboard,keyboard,color:black;material:plastic;condition:new;size:medium,black,plastic,new,medium
train,team9_keyboard_04_4,black keyboard rotated view,pooled_images/team9_keyboard_04_d.jpg,keyboard,keyboard,color:black;material:plastic;condition:new;size:medium,black,plastic,new,medium
train,team9_keyboard_05_1,green keyboard top view,pooled_images/team9_keyboard_05_a.jpg,keyboard,keyboard,color:green;material:plastic;condition:new;size:medium,green,plastic,new,medium
val,team9_keyboard_05_2,green keyboard top view,pooled_images/team9_keyboard_05_b.jpg,keyboard,keyboard,color:green;material:plastic;condition:new;size:medium,green,plastic,new,medium
train,team9_keyboard_05_3,green keyboard top view,pooled_images/team9_keyboard_05_c.jpg,keyboard,keyboard,color:green;material:plastic;condition:new;size:medium,green,plastic,new,medium
train,team9_keyboard_05_4,green keyboard rotated view,pooled_images/team9_keyboard_05_d.jpg,keyboard,keyboard,color:green;material:plastic;condition:new;size:medium,green,plastic,new,medium
train,team9_keyboard_06_1,light green keyboard top view,pooled_images/team9_keyboard_06_a.jpg,keyboard,keyboard,color:green;material:plastic;condition:new;size:medium,green,plastic,new,medium
train,team9_keyboard_06_2,light green keyboard top view,pooled_images/team9_keyboard_06_b.jpg,keyboard,keyboard,color:green;material:plastic;condition:new;size:medium,green,plastic,new,medium
train,team9_keyboard_06_3,light green keyboard top view,pooled_images/team9_keyboard_06_c.jpg,keyboard,keyboard,color:green;material:plastic;condition:new;size:medium,green,plastic,new,medium
train,team9_keyboard_06_4,light green keyboard slant view,pooled_images/team9_keyboard_06_d.jpg,keyboard,keyboard,color:green;material:plastic;condition:new;size:medium,green,plastic,new,medium
val,team9_keyboard_07_1,white keyboard top view,pooled_images/team9_keyboard_07_a.jpg,keyboard,keyboard,color:white;material:plastic;condition:new;size:medium,white,plastic,new,medium
val,team9_keyboard_07_2,light green keyboard top view,pooled_images/team9_keyboard_07_b.jpg,keyboard,keyboard,color:white;material:plastic;condition:new;size:medium,white,plastic,new,medium
train,team9_keyboard_07_3,light green keyboard top view,pooled_images/team9_keyboard_07_c.jpg,keyboard,keyboard,color:white;material:plastic;condition:new;size:medium,white,plastic,new,medium
train,team9_keyboard_07_4,light green keyboard top view,pooled_images/team9_keyboard_07_d.jpg,keyboard,keyboard,color:white;material:plastic;condition:new;size:medium,white,plastic,new,medium
train,team9_keyboard_08_1,black keyboard top view,pooled_images/team9_keyboard_08_a.jpg,keyboard,keyboard,color:black;material:plastic;condition:new;size:medium,black,plastic,new,medium
train,team9_keyboard_08_2,black keyboard top view,pooled_images/team9_keyboard_08_b.jpg,keyboard,keyboard,color:black;material:plastic;condition:new;size:medium,black,plastic,new,medium
train,team9_keyboard_08_3,black keyboard slanted view,pooled_images/team9_keyboard_08_c.jpg,keyboard,keyboard,color:black;material:plastic;condition:new;size:medium,black,plastic,new,medium
train,team9_keyboard_08_4,black keyboard top view,pooled_images/team9_keyboard_08_d.jpg,keyboard,keyboard,color:black;material:plastic;condition:new;size:medium,black,plastic,new,medium
train,team9_keyboard_09_1,green keys black keyboard slanted view,pooled_images/team9_keyboard_09_a.jpg,keyboard,keyboard,color:green;material:plastic;condition:new;size:medium,green,plastic,new,medium
val,team9_keyboard_09_2,green keys black keyboard topview,pooled_images/team9_keyboard_09_b.jpg,keyboard,keyboard,color:green;material:plastic;condition:new;size:medium,green,plastic,new,medium
train,team9_keyboard_09_3,green keys black keyboard topview,pooled_images/team9_keyboard_09_c.jpg,keyboard,keyboard,color:green;material:plastic;condition:new;size:medium,green,plastic,new,medium
train,team9_keyboard_09_4,green keys black keyboard topview,pooled_images/team9_keyboard_09_d.jpg,keyboard,keyboard,color:green;material:plastic;condition:new;size:medium,green,plastic,new,medium
train,team9_keyboard_10_1,multicolor keyboard top view,pooled_images/team9_keyboard_10_a.jpg,keyboard,keyboard,color:multicolor;material:plastic;condition:new;size:medium,multicolor,plastic,new,medium
train,team9_keyboard_10_2,multicolor keyboard top view,pooled_images/team9_keyboard_10_b.jpg,keyboard,keyboard,color:multicolor;material:plastic;condition:new;size:medium,multicolor,plastic,new,medium
train,team9_keyboard_10_3,multicolor keyboard slanted view,pooled_images/team9_keyboard_10_c.jpg,keyboard,keyboard,color:multicolor;material:plastic;condition:new;size:medium,multicolor,plastic,new,medium
train,team9_keyboard_10_4,multicolor keyboard top view,pooled_images/team9_keyboard_10_d.jpg,keyboard,keyboard,color:multicolor;material:plastic;condition:new;size:medium,multicolor,plastic,new,medium
train,team9_keyboard_11_1,slim black keyboard slanted view,pooled_images/team9_keyboard_11_a.jpg,keyboard,keyboard,color:black;material:plastic;condition:new;size:medium,black,plastic,new,medium
train,team9_keyboard_11_2,slim black keyboard rptated top view,pooled_images/team9_keyboard_11_b.jpg,keyboard,keyboard,color:black;material:plastic;condition:new;size:medium,black,plastic,new,medium
val,team9_keyboard_11_3,slim black keyboard top view,pooled_images/team9_keyboard_11_c.jpg,keyboard,keyboard,color:black;material:plastic;condition:new;size:medium,black,plastic,new,medium
train,team9_keyboard_11_4,slim black keyboard top view,pooled_images/team9_keyboard_11_d.jpg,keyboard,keyboard,color:black;material:plastic;condition:new;size:medium,black,plastic,new,medium
train,team9_keyboard_12_1,smaller black keyboard top view,pooled_images/team9_keyboard_12_a.jpg,keyboard,keyboard,color:black;material:plastic;condition:new;size:medium,black,plastic,new,medium
val,team9_keyboard_12_2,smaller black keyboard top view,pooled_images/team9_keyboard_12_b.jpg,keyboard,keyboard,color:black;material:plastic;condition:new;size:medium,black,plastic,new,medium
val,team9_keyboard_12_3,smaller black keyboard rotated top view,pooled_images/team9_keyboard_12_c.jpg,keyboard,keyboard,color:black;material:plastic;condition:new;size:medium,black,plastic,new,medium
train,team9_keyboard_12_4,smaller black keyboard slanted view,pooled_images/team9_keyboard_12_d.jpg,keyboard,keyboard,color:black;material:plastic;condition:new;size:medium,black,plastic,new,medium
train,team9_keyboard_13_1,black keyboard top view,pooled_images/team9_keyboard_13_a.jpg,keyboard,keyboard,color:black;material:plastic;condition:new;size:medium,black,plastic,new,medium
train,team9_keyboard_13_2,black keyboard top view,pooled_images/team9_keyboard_13_b.jpg,keyboard,keyboard,color:black;material:plastic;condition:new;size:medium,black,plastic,new,medium
train,team9_keyboard_13_3,black keyboard slanted view,pooled_images/team9_keyboard_13_c.jpg,keyboard,keyboard,color:black;material:plastic;condition:new;size:medium,black,plastic,new,medium
train,team9_keyboard_13_4,black keyboard top view,pooled_images/team9_keyboard_13_d.jpg,keyboard,keyboard,color:black;material:plastic;condition:new;size:medium,black,plastic,new,medium
train,team9_keyboard_14_1,coloured key black keyboard top view,pooled_images/team9_keyboard_14_a.jpg,keyboard,keyboard,color:black;material:plastic;condition:new;size:medium,black,plastic,new,medium
train,team9_keyboard_14_2,coloured key black keyboard top view,pooled_images/team9_keyboard_14_b.jpg,keyboard,keyboard,color:black;material:plastic;condition:new;size:medium,black,plastic,new,medium
train,team9_keyboard_14_3,coloured key black keyboard top view,pooled_images/team9_keyboard_14_c.jpg,keyboard,keyboard,color:black;material:plastic;condition:new;size:medium,black,plastic,new,medium
val,team9_keyboard_14_4,coloured key black keyboard top view,pooled_images/team9_keyboard_14_d.jpg,keyboard,keyboard,color:black;material:plastic;condition:new;size:medium,black,plastic,new,medium
train,team9_keyboard_15_1,black keyboard top view,pooled_images/team9_keyboard_15_a.jpg,keyboard,keyboard,color:black;material:plastic;condition:new;size:medium,black,plastic,new,medium
val,team9_keyboard_15_2,black keyboard top view,pooled_images/team9_keyboard_15_b.jpg,keyboard,keyboard,color:black;material:plastic;condition:new;size:medium,black,plastic,new,medium
train,team9_keyboard_15_3,black keyboard slanted view,pooled_images/team9_keyboard_15_c.jpg,keyboard,keyboard,color:black;material:plastic;condition:new;size:medium,black,plastic,new,medium
train,team9_keyboard_15_4,black keyboard top view,pooled_images/team9_keyboard_15_d.jpg,keyboard,keyboard,color:black;material:plastic;condition:new;size:medium,black,plastic,new,medium
val,team9_mouse_01_1,old black mouse top view,pooled_images/team9_mouse_01_a.jpg,mouse,mouse,color:black;material:plastic;condition:used;size:small,black,plastic,used,small
train,team9_mouse_01_2,old black mouse slanted view,pooled_images/team9_mouse_01_b.jpg,mouse,mouse,color:black;material:plastic;condition:used;size:small,black,plastic,used,small
val,team9_mouse_01_3,old black mouse top view,pooled_images/team9_mouse_01_c.jpg,mouse,mouse,color:black;material:plastic;condition:used;size:small,black,plastic,used,small
train,team9_mouse_01_4,old black mouse front view,pooled_images/team9_mouse_01_d.jpg,mouse,mouse,color:black;material:plastic;condition:used;size:small,black,plastic,used,small
train,team9_mouse_02_1,transparent mouse side view,pooled_images/team9_mouse_02_a.jpg,mouse,mouse,color:transparent;material:plastic;condition:new;size:small,transparent,plastic,new,small
train,team9_mouse_02_2,transparent mouse back view,pooled_images/team9_mouse_02_b.jpg,mouse,mouse,color:transparent;material:plastic;condition:new;size:small,transparent,plastic,new,small
val,team9_mouse_02_3,transparent mouse side slant view,pooled_images/team9_mouse_02_c.jpg,mouse,mouse,color:transparent;material:plastic;condition:new;size:small,transparent,plastic,new,small
train,team9_mouse_02_4,transparent mouse top view,pooled_images/team9_mouse_02_d.jpg,mouse,mouse,color:transparent;material:plastic;condition:new;size:small,transparent,plastic,new,small
train,team9_mouse_03_1,black mouse top view,pooled_images/team9_mouse_03_a.jpg,mouse,mouse,color:black;material:plastic;condition:used;size:small,black,plastic,used,small
val,team9_mouse_03_2,black mouse side view,pooled_images/team9_mouse_03_b.jpg,mouse,mouse,color:black;material:plastic;condition:used;size:small,black,plastic,used,small
val,team9_mouse_03_3,black mouse front view,pooled_images/team9_mouse_03_c.jpg,mouse,mouse,color:black;material:plastic;condition:used;size:small,black,plastic,used,small
val,team9_mouse_03_4,black mouse side view,pooled_images/team9_mouse_03_d.jpg,mouse,mouse,color:black;material:plastic;condition:used;size:small,black,plastic,used,small
train,team9_mouse_04_1,black mouse top view,pooled_images/team9_mouse_04_a.jpg,mouse,mouse,color:black;material:plastic;condition:used;size:small,black,plastic,used,small
train,team9_mouse_04_2,black mouse side view,pooled_images/team9_mouse_04_b.jpg,mouse,mouse,color:black;material:plastic;condition:used;size:small,black,plastic,used,small
train,team9_mouse_04_3,black mouse back view,pooled_images/team9_mouse_04_c.jpg,mouse,mouse,color:black;material:plastic;condition:used;size:small,black,plastic,used,small
train,team9_mouse_04_4,black mouse side view,pooled_images/team9_mouse_04_d.jpg,mouse,mouse,color:black;material:plastic;condition:used;size:small,black,plastic,used,small
train,team9_mouse_05_1,black mouse top view,pooled_images/team9_mouse_05_a.jpg,mouse,mouse,color:black;material:plastic;condition:new;size:small,black,plastic,new,small
train,team9_mouse_05_2,black mouse side view,pooled_images/team9_mouse_05_b.jpg,mouse,mouse,color:black;material:plastic;condition:new;size:small,black,plastic,new,small
train,team9_mouse_05_3,black mouse slanted top view,pooled_images/team9_mouse_05_c.jpg,mouse,mouse,color:black;material:plastic;condition:new;size:small,black,plastic,new,small
train,team9_mouse_05_4,black mouse slanted top view,pooled_images/team9_mouse_05_d.jpg,mouse,mouse,color:black;material:plastic;condition:new;size:small,black,plastic,new,small
train,team9_mouse_06_1,black mouse top view,pooled_images/team9_mouse_06_a.jpg,mouse,mouse,color:black;material:plastic;condition:new;size:small,black,plastic,new,small
train,team9_mouse_06_2,black mouse slanted top view,pooled_images/team9_mouse_06_b.jpg,mouse,mouse,color:black;material:plastic;condition:new;size:small,black,plastic,new,small
val,team9_mouse_06_3,black mouse slanted top view,pooled_images/team9_mouse_06_c.jpg,mouse,mouse,color:black;material:plastic;condition:new;size:small,black,plastic,new,small
train,team9_mouse_06_4,black mouse slanted front view,pooled_images/team9_mouse_06_d.jpg,mouse,mouse,color:black;material:plastic;condition:new;size:small,black,plastic,new,small
train,team9_mouse_07_1,green mouse top view,pooled_images/team9_mouse_07_a.jpg,mouse,mouse,color:green;material:plastic;condition:new;size:small,green,plastic,new,small
train,team9_mouse_07_2,green mouse slanted top view,pooled_images/team9_mouse_07_b.jpg,mouse,mouse,color:green;material:plastic;condition:new;size:small,green,plastic,new,small
train,team9_mouse_07_3,green mouse side view,pooled_images/team9_mouse_07_c.jpg,mouse,mouse,color:green;material:plastic;condition:new;size:small,green,plastic,new,small
train,team9_mouse_07_4,green mouse side view,pooled_images/team9_mouse_07_d.jpg,mouse,mouse,color:green;material:plastic;condition:new;size:small,green,plastic,new,small
train,team9_mouse_08_1,slim white mouse with black base top view,pooled_images/team9_mouse_08_a.jpg,mouse,mouse,color:white;material:plastic;condition:new;size:small,white,plastic,new,small
train,team9_mouse_08_2,slim white mouse with black base top slanted view,pooled_images/team9_mouse_08_b.jpg,mouse,mouse,color:white;material:plastic;condition:new;size:small,white,plastic,new,small
val,team9_mouse_08_3,slim white mouse with black base side view,pooled_images/team9_mouse_08_c.jpg,mouse,mouse,color:white;material:plastic;condition:new;size:small,white,plastic,new,small
train,team9_mouse_08_4,slim white mouse with black base top slanted view,pooled_images/team9_mouse_08_d.jpg,mouse,mouse,color:white;material:plastic;condition:new;size:small,white,plastic,new,small
train,team9_mouse_09_1,thick black mouse top view,pooled_images/team9_mouse_09_a.jpg,mouse,mouse,color:black;material:plastic;condition:new;size:small,black,plastic,new,small
val,team9_mouse_09_2,thick black mouse top view,pooled_images/team9_mouse_09_b.jpg,mouse,mouse,color:black;material:plastic;condition:new;size:small,black,plastic,new,small
train,team9_mouse_09_3,thick black mouse top view,pooled_images/team9_mouse_09_c.jpg,mouse,mouse,color:black;material:plastic;condition:new;size:small,black,plastic,new,small
train,team9_mouse_09_4,thick black mouse rotated top view,pooled_images/team9_mouse_09_d.jpg,mouse,mouse,color:black;material:plastic;condition:new;size:small,black,plastic,new,small
train,team9_mouse_10_1,slim white mouse top view,pooled_images/team9_mouse_10_a.jpg,mouse,mouse,color:white;material:plastic;condition:new;size:small,white,plastic,new,small
train,team9_mouse_10_2,slim white mouse top slanted view,pooled_images/team9_mouse_10_b.jpg,mouse,mouse,color:white;material:plastic;condition:new;size:small,white,plastic,new,small
train,team9_mouse_10_3,slim white mouse side slanted view,pooled_images/team9_mouse_10_c.jpg,mouse,mouse,color:white;material:plastic;condition:new;size:small,white,plastic,new,small
train,team9_mouse_10_4,slim white mouse side slanted view,pooled_images/team9_mouse_10_d.jpg,mouse,mouse,color:white;material:plastic;condition:new;size:small,white,plastic,new,small
train,team9_mouse_11_1,black mouse slanted front view,pooled_images/team9_mouse_11_a.jpg,mouse,mouse,color:black;material:plastic;condition:new;size:small,black,plastic,new,small
train,team9_mouse_11_2,black mouse side view,pooled_images/team9_mouse_11_b.jpg,mouse,mouse,color:black;material:plastic;condition:new;size:small,black,plastic,new,small
train,team9_mouse_11_3,black mouse top view,pooled_images/team9_mouse_11_c.jpg,mouse,mouse,color:black;material:plastic;condition:new;size:small,black,plastic,new,small
train,team9_mouse_11_4,black mouse side view,pooled_images/team9_mouse_11_d.jpg,mouse,mouse,color:black;material:plastic;condition:new;size:small,black,plastic,new,small
train,team9_mouse_12_1,pink slim mouse top view,pooled_images/team9_mouse_12_a.jpg,mouse,mouse,color:unknown;material:plastic;condition:new;size:small,unknown,plastic,new,small
train,team9_mouse_12_2,pink slim mouse top slanted view,pooled_images/team9_mouse_12_b.jpg,mouse,mouse,color:unknown;material:plastic;condition:new;size:small,unknown,plastic,new,small
train,team9_mouse_12_3,pink slim mouse slanted side view,pooled_images/team9_mouse_12_c.jpg,mouse,mouse,color:unknown;material:plastic;condition:new;size:small,unknown,plastic,new,small
train,team9_mouse_12_4,pink slim mouse side view,pooled_images/team9_mouse_12_d.jpg,mouse,mouse,color:unknown;material:plastic;condition:new;size:small,unknown,plastic,new,small
train,team9_mouse_13_1,green mouse slanted top view,pooled_images/team9_mouse_13_a.jpg,mouse,mouse,color:green;material:plastic;condition:new;size:small,green,plastic,new,small
train,team9_mouse_13_2,green mouse side view,pooled_images/team9_mouse_13_b.jpg,mouse,mouse,color:green;material:plastic;condition:new;size:small,green,plastic,new,small
train,team9_mouse_13_3,green mouse front view,pooled_images/team9_mouse_13_c.jpg,mouse,mouse,color:green;material:plastic;condition:new;size:small,green,plastic,new,small
train,team9_mouse_13_4,green mouse slanted side view,pooled_images/team9_mouse_13_d.jpg,mouse,mouse,color:green;material:plastic;condition:new;size:small,green,plastic,new,small
train,team9_mouse_14_1,blue mouse top slaned view,pooled_images/team9_mouse_14_a.jpg,mouse,mouse,color:blue;material:plastic;condition:new;size:small,blue,plastic,new,small
train,team9_mouse_14_2,blue mouse top view,pooled_images/team9_mouse_14_b.jpg,mouse,mouse,color:blue;material:plastic;condition:new;size:small,blue,plastic,new,small
train,team9_mouse_14_3,blue mouse front view,pooled_images/team9_mouse_14_c.jpg,mouse,mouse,color:blue;material:plastic;condition:new;size:small,blue,plastic,new,small
val,team9_mouse_14_4,blue mouse slanted front view,pooled_images/team9_mouse_14_d.jpg,mouse,mouse,color:blue;material:plastic;condition:new;size:small,blue,plastic,new,small
train,team9_mouse_15_1,black and white slim mouse top view,pooled_images/team9_mouse_15_a.jpg,mouse,mouse,color:multicolor;material:plastic;condition:new;size:small,multicolor,plastic,new,small
train,team9_mouse_15_2,black and white slim mouse top view,pooled_images/team9_mouse_15_b.jpg,mouse,mouse,color:multicolor;material:plastic;condition:new;size:small,multicolor,plastic,new,small
train,team9_mouse_15_3,black and white slim mouse top slanted view,pooled_images/team9_mouse_15_c.jpg,mouse,mouse,color:multicolor;material:plastic;condition:new;size:small,multicolor,plastic,new,small
train,team9_mouse_15_4,black and white slim mouse top rotated view,pooled_images/team9_mouse_15_d.jpg,mouse,mouse,color:multicolor;material:plastic;condition:new;size:small,multicolor,plastic,new,small
val,team9_scissor_01_1,close scissor,pooled_images/team9_scissor_01_a.jpg,scissor,scissor,color:multicolor;material:metal;condition:used;size:medium,multicolor,metal,used,medium
train,team9_scissor_01_2,holding close scissor,pooled_images/team9_scissor_01_b.jpg,scissor,scissor,color:multicolor;material:metal;condition:used;size:medium,multicolor,metal,used,medium
train,team9_scissor_02_1,tailor scissor,pooled_images/team9_scissor_02_a.jpg,scissor,scissor,color:black;material:metal;condition:used;size:large,black,metal,used,large
train,team9_scissor_02_2,tailor new scissor,pooled_images/team9_scissor_02_b.jpg,scissor,scissor,color:black;material:metal;condition:new;size:large,black,metal,new,large
val,team9_scissor_03_1,close scissor,pooled_images/team9_scissor_03_a.jpg,scissor,scissor,color:silver;material:metal;condition:new;size:small,silver,metal,new,small
train,team9_scissor_03_2,close scissor,pooled_images/team9_scissor_03_b.jpg,scissor,scissor,color:silver;material:metal;condition:new;size:small,silver,metal,new,small
train,team9_scissor_03_3,close scissor,pooled_images/team9_scissor_03_c.jpg,scissor,scissor,color:silver;material:metal;condition:new;size:small,silver,metal,new,small
train,team9_scissor_03_4,close scissor,pooled_images/team9_scissor_03_d.jpg,scissor,scissor,color:silver;material:metal;condition:new;size:small,silver,metal,new,small
train,team9_scissor_04_1,close scissor,pooled_images/team9_scissor_04_a.jpg,scissor,scissor,color:unknown;material:metal;condition:new;size:large,unknown,metal,new,large
train,team9_scissor_04_2,open scissor,pooled_images/team9_scissor_04_b.jpg,scissor,scissor,color:unknown;material:metal;condition:new;size:large,unknown,metal,new,large
val,team9_scissor_04_3,close scissor,pooled_images/team9_scissor_04_c.jpg,scissor,scissor,color:unknown;material:metal;condition:new;size:large,unknown,metal,new,large
train,team9_scissor_04_4,close scissor,pooled_images/team9_scissor_04_d.jpg,scissor,scissor,color:unknown;material:metal;condition:new;size:large,unknown,metal,new,large
val,team9_scissor_05_1,close scissor,pooled_images/team9_scissor_05_a.jpg,scissor,scissor,color:black;material:metal;condition:new;size:small,black,metal,new,small
train,team9_scissor_05_2,open scissor,pooled_images/team9_scissor_05_b.jpg,scissor,scissor,color:black;material:metal;condition:new;size:small,black,metal,new,small
train,team9_scissor_05_3,close scissor,pooled_images/team9_scissor_05_c.jpg,scissor,scissor,color:black;material:metal;condition:new;size:small,black,metal,new,small
train,team9_scissor_05_4,close scissor,pooled_images/team9_scissor_05_d.jpg,scissor,scissor,color:black;material:metal;condition:new;size:small,black,metal,new,small
train,team9_scissor_06_1,open tailor scissor,pooled_images/team9_scissor_06_a.jpg,scissor,scissor,color:black;material:metal;condition:used;size:large,black,metal,used,large
train,team9_scissor_06_2,close tailor scissor,pooled_images/team9_scissor_06_b.jpg,scissor,scissor,color:black;material:metal;condition:used;size:large,black,metal,used,large
val,team9_scissor_06_3,open tailor scissor,pooled_images/team9_scissor_06_c.jpg,scissor,scissor,color:black;material:metal;condition:used;size:large,black,metal,used,large
train,team9_scissor_06_4,close tailor scissor,pooled_images/team9_scissor_06_d.jpg,scissor,scissor,color:black;material:metal;condition:used;size:large,black,metal,used,large
train,team9_scissor_06_5,open tailor scissor,pooled_images/team9_scissor_06_e.jpg,scissor,scissor,color:black;material:metal;condition:used;size:large,black,metal,used,large
train,team9_scissor_07_1,close scissor,pooled_images/team9_scissor_07_a.jpg,scissor,scissor,color:black;material:metal;condition:broken;size:medium,black,metal,broken,medium
val,team9_scissor_07_2,open scissor,pooled_images/team9_scissor_07_b.jpg,scissor,scissor,color:black;material:metal;condition:broken;size:medium,black,metal,broken,medium
train,team9_scissor_07_3,close scissor,pooled_images/team9_scissor_07_c.jpg,scissor,scissor,color:black;material:metal;condition:broken;size:medium,black,metal,broken,medium
train,team9_scissor_07_4,open scissor,pooled_images/team9_scissor_07_d.jpg,scissor,scissor,color:black;material:metal;condition:broken;size:medium,black,metal,broken,medium
train,team9_scissor_07_5,scissor top view,pooled_images/team9_scissor_07_e.jpg,scissor,scissor,color:black;material:metal;condition:broken;size:medium,black,metal,broken,medium
train,team9_scissor_08_1,closed scissor,pooled_images/team9_scissor_08_a.jpg,scissor,scissor,color:black;material:metal;condition:used;size:small,black,metal,used,small
train,team9_scissor_08_2,closed scissor,pooled_images/team9_scissor_08_b.jpg,scissor,scissor,color:black;material:metal;condition:used;size:small,black,metal,used,small
val,team9_scissor_08_3,open scissor,pooled_images/team9_scissor_08_c.jpg,scissor,scissor,color:black;material:metal;condition:used;size:small,black,metal,used,small
train,team9_scissor_08_4,closed scissor,pooled_images/team9_scissor_08_d.jpg,scissor,scissor,color:black;material:metal;condition:used;size:small,black,metal,used,small
val,team9_scissor_08_5,open scissor,pooled_images/team9_scissor_08_e.jpg,scissor,scissor,color:black;material:metal;condition:used;size:small,black,metal,used,small
val,team9_scissor_09_1,close scissor,pooled_images/team9_scissor_09_a.jpg,scissor,scissor,color:unknown;material:metal;condition:used;size:small,unknown,metal,used,small
train,team9_scissor_09_2,close scissor,pooled_images/team9_scissor_09_b.jpg,scissor,scissor,color:unknown;material:metal;condition:used;size:small,unknown,metal,used,small
