caption,instance_id,mapped_class,split,image_path,class_label,attributes,color,material,condition,size
green sneakers with white base top view,team9_sneakers_12_3,sneakers,train,pooled_images/team9_sneakers_12_c.jpg,sneakers,color:green;condition:new;material:fabric;size:medium,green,fabric,new,medium
green sneakers with white base inner side slanted view,team9_sneakers_12_4,sneakers,train,pooled_images/team9_sneakers_12_d.jpg,sneakers,color:green;condition:new;material:fabric;size:medium,green,fabric,new,medium
white and green sneakers outer side view,team9_sneakers_13_1,sneakers,train,pooled_images/team9_sneakers_13_a.jpg,sneakers,color:multicolor;condition:new;material:fabric;size:medium,multicolor,fabric,new,medium
white and green sneakers top slanted view,team9_sneakers_13_2,sneakers,val,pooled_images/team9_sneakers_13_b.jpg,sneakers,color:multicolor;condition:new;material:fabric;size:medium,multicolor,fabric,new,medium
white and green sneakers outer side slanted view,team9_sneakers_13_3,sneakers,val,pooled_images/team9_sneakers_13_c.jpg,sneakers,color:multicolor;condition:new;material:fabric;size:medium,multicolor,fabric,new,medium
white and green sneakers inner side view,team9_sneakers_13_4,sneakers,train,pooled_images/team9_sneakers_13_d.jpg,sneakers,color:multicolor;condition:new;material:fabric;size:medium,multicolor,fabric,new,medium
black and red sneakers outer side view,team9_sneakers_14_1,sneakers,train,pooled_images/team9_sneakers_14_a.jpg,sneakers,color:multicolor;condition:new;material:fabric;size:medium,multicolor,fabric,new,medium
black and red sneakers top slanted view,team9_sneakers_14_2,sneakers,train,pooled_images/team9_sneakers_14_b.jpg,sneakers,color:multicolor;condition:new;material:fabric;size:medium,multicolor,fabric,new,medium
black and red sneakers top view,team9_sneakers_14_3,sneakers,train,pooled_images/team9_sneakers_14_c.jpg,sneakers,color:multicolor;condition:new;material:fabric;size:medium,multicolor,fabric,new,medium
black and red sneakers outer side view,team9_sneakers_14_4,sneakers,train,pooled_images/team9_sneakers_14_d.jpg,sneakers,color:multicolor;condition:new;material:fabric;size:medium,multicolor,fabric,new,medium
canewood coloured sneaker outer side view,team9_sneakers_15_1,sneakers,train,pooled_images/team9_sneakers_15_a.jpg,sneakers,color:unknown;condition:new;material:fabric;size:medium,unknown,fabric,new,medium
canewood coloured sneaker outer side slanted view,team9_sneakers_15_2,sneakers,train,pooled_images/team9_sneakers_15_b.jpg,sneakers,color:unknown;condition:new;material:fabric;size:medium,unknown,fabric,new,medium
canewood coloured sneaker top view,team9_sneakers_15_3,sneakers,val,pooled_images/team9_sneakers_15_c.jpg,sneakers,color:unknown;condition:new;material:fabric;size:medium,unknown,fabric,new,medium
canewood coloured sneaker inner side slanted view,team9_sneakers_15_4,sneakers,train,pooled_images/team9_sneakers_15_d.jpg,sneakers,color:unknown;condition:new;material:fabric;size:medium,unknown,fabric,new,medium
open umbrella,team9_umbrella_01_1,umbrella,val,pooled_images/team9_umbrella_01_a.jpg,umbrella,color:unknown;condition:new;material:fabric;size:medium,unknown,fabric,new,medium
open umbrella,team9_umbrella_01_2,umbrella,train,pooled_images/team9_umbrella_01_b.jpg,umbrella,color:unknown;condition:new;material:fabric;size:medium,unknown,fabric,new,medium
close umbrella,team9_umbrella_01_3,umbrella,train,pooled_images/team9_umbrella_01_c.jpg,umbrella,color:unknown;condition:new;material:fabric;size:medium,unknown,fabric,new,medium
close umbrella,team9_umbrella_02_1,umbrella,train,pooled_images/team9_umbrella_02_a.jpg,umbrella,color:blue;condition:new;material:fabric;size:medium,blue,fabric,new,medium
open umbrella,team9_umbrella_03_1,umbrella,train,pooled_images/team9_umbrella_03_a.jpg,umbrella,color:transparent;condition:new;material:fabric;size:medium,transparent,fabric,new,medium
open umbrella,team9_umbrella_03_2,umbrella,val,pooled_images/team9_umbrella_03_b.jpg,umbrella,color:transparent;condition:new;material:fabric;size:medium,transparent,fabric,new,medium
open umbrella,team9_umbrella_03_3,umbrella,train,pooled_images/team9_umbrella_03_c.jpg,umbrella,color:transparent;condition:new;material:fabric;size:medium,transparent,fabric,new,medium
close umbrella,team9_umbrella_03_4,umbrella,train,pooled_images/team9_umbrella_03_d.jpg,umbrella,color:transparent;condition:new;material:fabric;size:medium,transparent,fabric,new,medium
open umbrella,team9_umbrella_04_1,umbrella,train,pooled_images/team9_umbrella_04_a.jpg,umbrella,color:black;condition:new;material:fabric;size:medium,black,fabric,new,medium
open umbrella,team9_umbrella_04_2,umbrella,train,pooled_images/team9_umbrella_04_b.jpg,umbrella,color:black;condition:new;material:fabric;size:medium,black,fabric,new,medium
close umbrella,team9_umbrella_04_3,umbrella,train,pooled_images/team9_umbrella_04_c.jpg,umbrella,color:black;condition:new;material:fabric;size:medium,black,fabric,new,medium
close umbrella,team9_umbrella_04_4,umbrella,train,pooled_images/team9_umbrella_04_d.jpg,umbrella,color:black;condition:new;material:fabric;size:medium,black,fabric,new,medium
close umbrella,team9_umbrella_04_5,umbrella,val,pooled_images/team9_umbrella_04_e.jpg,umbrella,color:black;condition:new;material:fabric;size:medium,black,fabric,new,medium
close umbrella,team9_umbrella_05_1,umbrella,val,pooled_images/team9_umbrella_05_a.jpg,umbrella,color:unknown;condition:used;material:fabric;size:small,unknown,fabric,used,small
close umbrella,team9_umbrella_05_2,umbrella,train,pooled_images/team9_umbrella_05_b.jpg,umbrella,color:unknown;condition:used;material:fabric;size:small,unknown,fabric,used,small
open umbrella,team9_umbrella_05_3,umbrella,train,pooled_images/team9_umbrella_05_c.jpg,umbrella,color:unknown;condition:used;material:fabric;size:small,unknown,fabric,used,small
open umbrella,team9_umbrella_05_4,umbrella,train,pooled_images/team9_umbrella_05_d.jpg,umbrella,color:unknown;condition:used;material:fabric;size:small,unknown,fabric,used,small
close umbrella,team9_umbrella_06_1,umbrella,train,pooled_images/team9_umbrella_06_a.jpg,umbrella,color:multicolor;condition:used;material:fabric;size:large,multicolor,fabric,used,large
close umbrella,team9_umbrella_06_2,umbrella,train,pooled_images/team9_umbrella_06_b.jpg,umbrella,color:multicolor;condition:used;material:fabric;size:large,multicolor,fabric,used,large
open umbrella,team9_umbrella_06_3,umbrella,train,pooled_images/team9_umbrella_06_c.jpg,umbrella,color:multicolor;condition:used;material:fabric;size:large,multicolor,fabric,used,large
open umbrella,team9_umbrella_06_4,umbrella,train,pooled_images/team9_umbrella_06_d.jpg,umbrella,color:multicolor;condition:used;material:fabric;size:large,multicolor,fabric,used,large
open umbrella,team9_umbrella_06_5,umbrella,train,pooled_images/team9_umbrella_06_e.jpg,umbrella,color:multicolor;condition:used;material:fabric;size:large,multicolor,fabric,used,large
close umbrella,team9_umbrella_07_1,umbrella,train,pooled_images/team9_umbrella_07_a.jpg,umbrella,color:unknown;condition:used;material:plastic;size:large,unknown,plastic,used,large
open umbrella,team9_umbrella_07_2,umbrella,train,pooled_images/team9_umbrella_07_b.jpg,umbrella,color:unknown;condition:used;material:plastic;size:large,unknown,plastic,used,large
open umbrella,team9_umbrella_07_3,umbrella,train,pooled_images/team9_umbrella_07_c.jpg,umbrella,color:unknown;condition:used;material:plastic;size:large,unknown,plastic,used,large
open umbrella,team9_umbrella_07_4,umbrella,train,pooled_images/team9_umbrella_07_d.jpg,umbrella,color:unknown;condition:used;material:plastic;size:large,unknown,plastic,used,large
close umbrella,team9_umbrella_07_5,umbrella,train,pooled_images/team9_umbrella_07_e.jpg,umbrella,color:unknown;condition:used;material:plastic;size:large,unknown,plastic,used,large
open umbrella,team9_umbrella_08_1,umbrella,train,pooled_images/team9_umbrella_08_a.jpg,umbrella,color:green;condition:used;material:fabric;size:medium,green,fabric,used,medium
close umbrella,team9_umbrella_08_2,umbrella,train,pooled_images/team9_umbrella_08_b.jpg,umbrella,color:green;condition:used;material:fabric;size:medium,green,fabric,used,medium
close umbrella,team9_umbrella_08_3,umbrella,train,pooled_images/team9_umbrella_08_c.jpg,umbrella,color:green;condition:used;material:fabric;size:medium,green,fabric,used,medium
open umbrella,team9_umbrella_08_4,umbrella,train,pooled_images/team9_umbrella_08_d.jpg,umbrella,color:green;condition:used;material:fabric;size:medium,green,fabric,used,medium
umbrella bottom view,team9_umbrella_08_5,umbrella,train,pooled_images/team9_umbrella_08_e.jpg,umbrella,color:green;condition:used;material:fabric;size:medium,green,fabric,used,medium
open umbrella,team9_umbrella_09_1,umbrella,train,pooled_images/team9_umbrella_09_a.jpg,umbrella,color:black;condition:used;material:fabric;size:medium,black,fabric,used,medium
close umbrella,team9_umbrella_09_2,umbrella,val,pooled_images/team9_umbrella_09_b.jpg,umbrella,color:black;condition:used;material:fabric;size:medium,black,fabric,used,medium
close umbrella,team9_umbrella_09_3,umbrella,train,pooled_images/team9_umbrella_09_c.jpg,umbrella,color:black;condition:used;material:fabric;size:medium,black,fabric,used,medium
close umbrella,team9_umbrella_10_1,umbrella,train,pooled_images/team9_umbrella_10_a.jpg,umbrella,color:black;condition:used;material:fabric;size:small,black,fabric,used,small
close umbrella,team9_umbrella_10_2,umbrella,val,pooled_images/team9_umbrella_10_b.jpg,umbrella,color:black;condition:used;material:fabric;size:small,black,fabric,used,small
open umbrella,team9_umbrella_10_3,umbrella,train,pooled_images/team9_umbrella_10_c.jpg,umbrella,color:black;condition:used;material:fabric;size:small,black,fabric,used,small
open umbrella,team9_umbrella_10_4,umbrella,train,pooled_images/team9_umbrella_10_d.jpg,umbrella,color:black;condition:used;material:fabric;size:small,black,fabric,used,small
hanging umbrella,team9_umbrella_11_1,umbrella,train,pooled_images/team9_umbrella_11_a.jpg,umbrella,color:black;condition:used;material:fabric;size:small,black,fabric,used,small
half close umbrella,team9_umbrella_11_2,umbrella,train,pooled_images/team9_umbrella_11_b.jpg,umbrella,color:black;condition:used;material:fabric;size:small,black,fabric,used,small
open umbrella,team9_umbrella_12_1,umbrella,train,pooled_images/team9_umbrella_12_a.jpg,umbrella,color:black;condition:used;material:fabric;size:medium,black,fabric,used,medium
open umbrella,team9_umbrella_12_2,umbrella,train,pooled_images/team9_umbrella_12_b.jpg,umbrella,color:black;condition:used;material:fabric;size:medium,black,fabric,used,medium
open umbrella,team9_umbrella_12_3,umbrella,train,pooled_images/team9_umbrella_12_c.jpg,umbrella,color:black;condition:used;material:fabric;size:medium,black,fabric,used,medium
close umbrella,team9_umbrella_13_1,umbrella,train,pooled_images/team9_umbrella_13_a.jpg,umbrella,color:black;condition:used;material:fabric;size:medium,black,fabric,used,medium
close umbrella,team9_umbrella_13_2,umbrella,val,pooled_images/team9_umbrella_13_b.jpg,umbrella,color:black;condition:used;material:fabric;size:medium,black,fabric,used,medium
open umbrella,team9_umbrella_13_3,umbrella,val,pooled_images/team9_umbrella_13_c.jpg,umbrella,color:black;condition:used;material:fabric;size:medium,black,fabric,used,medium
open umbrella,team9_umbrella_13_4,umbrella,train,pooled_images/team9_umbrella_13_d.jpg,umbrella,color:black;condition:used;material:fabric;size:medium,black,fabric,used,medium
close umbrella,team9_umbrella_14_1,umbrella,val,pooled_images/team9_umbrella_14_a.jpg,umbrella,color:green;condition:used;material:fabric;size:medium,green,fabric,used,medium
close umbrella,team9_umbrella_14_2,umbrella,train,pooled_images/team9_umbrella_14_b.jpg,umbrella,color:green;condition:used;material:fabric;size:medium,green,fabric,used,medium
open umbrella,team9_umbrella_14_3,umbrella,val,pooled_images/team9_umbrella_14_c.jpg,umbrella,color:green;condition:used;material:fabric;size:medium,green,fabric,used,medium
open umbrella,team9_umbrella_14_4,umbrella,train,pooled_images/team9_umbrella_14_d.jpg,umbrella,color:green;condition:used;material:fabric;size:medium,green,fabric,used,medium
open umbrella,team9_umbrella_15_1,umbrella,train,pooled_images/team9_umbrella_15_a.jpg,umbrella,color:multicolor;condition:used;material:fabric;size:large,multicolor,fabric,used,large
open umbrella,team9_umbrella_15_2,umbrella,train,pooled_images/team9_umbrella_15_b.jpg,umbrella,color:multicolor;condition:used;material:fabric;size:large,multicolor,fabric,used,large
close umbrella,team9_umbrella_15_3,umbrella,val,pooled_images/team9_umbrella_15_c.jpg,umbrella,color:multicolor;condition:used;material:fabric;size:large,multicolor,fabric,used,large
close umbrella,team9_umbrella_15_4,umbrella,train,pooled_images/team9_umbrella_15_d.jpg,umbrella,color:multicolor;condition:used;material:fabric;size:large,multicolor,fabric,used,large
close umbrella,team9_umbrella_16_1,umbrella,train,pooled_images/team9_umbrella_16_a.jpg,umbrella,color:black;condition:used;material:fabric;size:medium,black,fabric,used,medium
close umbrella,team9_umbrella_16_2,umbrella,val,pooled_images/team9_umbrella_16_b.jpg,umbrella,color:black;condition:used;material:fabric;size:medium,black,fabric,used,medium
open umbrella,team9_umbrella_16_3,umbrella,train,pooled_images/team9_umbrella_16_c.jpg,umbrella,color:black;condition:used;material:fabric;size:medium,black,fabric,used,medium
close umbrella,team9_umbrella_16_4,umbrella,train,pooled_images/team9_umbrella_16_d.jpg,umbrella,color:black;condition:used;material:fabric;size:medium,black,fabric,used,medium
analog watch blue dial,team9_wristwatch_01_1,wristwatch,train,pooled_images/team9_wristwatch_01_a.jpg,wristwatch,color:silver;condition:used;material:metal;size:medium,silver,metal,used,medium
analog watch blue dial,team9_wristwatch_01_2,wristwatch,train,pooled_images/team9_wristwatch_01_b.jpg,wristwatch,color:silver;condition:used;material:metal;size:medium,silver,metal,used,medium
analog watch blue dial,team9_wristwatch_01_3,wristwatch,train,pooled_images/team9_wristwatch_01_c.jpg,wristwatch,color:silver;condition:used;material:metal;size:medium,silver,metal,used,medium
analog watch blue dial,team9_wristwatch_01_4,wristwatch,train,pooled_images/team9_wristwatch_01_d.jpg,wristwatch,color:silver;condition:used;material:metal;size:medium,silver,metal,used,medium
analog watch,team9_wristwatch_02_1,wristwatch,train,pooled_images/team9_wristwatch_02_a.jpg,wristwatch,color:black;condition:new;material:metal;size:medium,black,metal,new,medium
analog watch,team9_wristwatch_02_2,wristwatch,train,pooled_images/team9_wristwatch_02_b.jpg,wristwatch,color:black;condition:new;material:metal;size:medium,black,metal,new,medium
analog watch,team9_wristwatch_02_3,wristwatch,train,pooled_images/team9_wristwatch_02_c.jpg,wristwatch,color:black;condition:new;material:metal;size:medium,black,metal,new,medium
digital watch,team9_wristwatch_03_1,wristwatch,train,pooled_images/team9_wristwatch_03_a.jpg,wristwatch,color:black;condition:used;material:plastic;size:medium,black,plastic,used,medium
digital watch,team9_wristwatch_03_2,wristwatch,train,pooled_images/team9_wristwatch_03_b.jpg,wristwatch,color:black;condition:used;material:plastic;size:medium,black,plastic,used,medium
digital watch,team9_wristwatch_03_3,wristwatch,train,pooled_images/team9_wristwatch_03_c.jpg,wristwatch,color:black;condition:used;material:plastic;size:medium,black,plastic,used,medium
digital watch,team9_wristwatch_03_4,wristwatch,val,pooled_images/team9_wristwatch_03_d.jpg,wristwatch,color:black;condition:used;material:plastic;size:medium,black,plastic,used,medium
analog watch,team9_wristwatch_04_1,wristwatch,train,pooled_images/team9_wristwatch_04_a.jpg,wristwatch,color:silver;condition:used;material:metal;size:small,silver,metal,used,small
analog watch,team9_wristwatch_04_2,wristwatch,train,pooled_images/team9_wristwatch_04_b.jpg,wristwatch,color:silver;condition:used;material:metal;size:small,silver,metal,used,small
analog watch,team9_wristwatch_04_3,wristwatch,train,pooled_images/team9_wristwatch_04_c.jpg,wristwatch,color:silver;condition:used;material:metal;size:small,silver,metal,used,small
analog watch,team9_wristwatch_04_4,wristwatch,train,pooled_images/team9_wristwatch_04_d.jpg,wristwatch,color:silver;condition:used;material:metal;size:small,silver,metal,used,small
analog watch,team9_wristwatch_05_1,wristwatch,val,pooled_images/team9_wristwatch_05_a.jpg,wristwatch,color:unknown;condition:used;material:metal;size:small,unknown,metal,used,small
analog watch,team9_wristwatch_05_2,wristwatch,train,pooled_images/team9_wristwatch_05_b.jpg,wristwatch,color:unknown;condition:used;material:metal;size:small,unknown,metal,used,small
analog watch,team9_wristwatch_05_3,wristwatch,train,pooled_images/team9_wristwatch_05_c.jpg,wristwatch,color:unknown;condition:used;material:metal;size:small,unknown,metal,used,small
analog watch,team9_wristwatch_05_4,wristwatch,train,pooled_images/team9_wristwatch_05_d.jpg,wristwatch,color:unknown;condition:used;material:metal;size:small,unknown,metal,used,small
analog watch,team9_wristwatch_05_5,wristwatch,train,pooled_images/team9_wristwatch_05_e.jpg,wristwatch,color:unknown;condition:used;material:metal;size:small,unknown,metal,used,small
analog watch,team9_wristwatch_06_1,wristwatch,val,pooled_images/team9_wristwatch_06_a.jpg,wristwatch,color:black;condition:used;material:plastic;size:medium,black,plastic,used,medium
analog watch,team9_wristwatch_06_2,wristwatch,train,pooled_images/team9_wristwatch_06_b.jpg,wristwatch,color:black;condition:used;material:plastic;size:medium,black,plastic,used,medium
analog watch,team9_wristwatch_06_3,wristwatch,train,pooled_images/team9_wristwatch_06_c.jpg,wristwatch,color:black;condition:used;material:plastic;size:medium,black,plastic,used,medium
analog watch,team9_wristwatch_07_1,wristwatch,val,pooled_images/team9_wristwatch_07_a.jpg,wristwatch,color:multicolor;condition:used;material:metal;size:medium,multicolor,metal,used,medium
analog watch,team9_wristwatch_07_2,wristwatch,train,pooled_images/team9_wristwatch_07_b.jpg,wristwatch,color:multicolor;condition:used;material:metal;size:medium,multicolor,metal,used,medium
analog watch,team9_wristwatch_07_3,wristwatch,train,pooled_images/team9_wristwatch_07_c.jpg,wristwatch,color:multicolor;condition:used;material:metal;size:medium,multicolor,metal,used,medium
analog watch,team9_wristwatch_07_4,wristwatch,train,pooled_images/team9_wristwatch_07_d.jpg,wristwatch,color:multicolor;condition:used;material:metal;size:medium,multicolor,metal,used,medium
analog watch,team9_wristwatch_07_5,wristwatch,val,pooled_images/team9_wristwatch_07_e.jpg,wristwatch,color:multicolor;condition:used;material:metal;size:medium,multicolor,metal,used,medium
analog watch,team9_wristwatch_08_1,wristwatch,val,pooled_images/team9_wristwatch_08_a.jpg,wristwatch,color:black;condition:used;material:metal;size:medium,black,metal,used,medium
analog watch,team9_wristwatch_08_2,wristwatch,train,pooled_images/team9_wristwatch_08_b.jpg,wristwatch,color:black;condition:used;material:metal;size:medium,black,metal,used,medium
analog watch,team9_wristwatch_08_3,wristwatch,train,pooled_images/team9_wristwatch_08_c.jpg,wristwatch,color:black;condition:used;material:metal;size:medium,black,metal,used,medium
analog watch,team9_wristwatch_08_4,wristwatch,train,pooled_images/team9_wristwatch_08_d.jpg,wristwatch,color:black;condition:used;material:metal;size:medium,black,metal,used,medium
analog watch,team9_wristwatch_09_1,wristwatch,train,pooled_images/team9_wristwatch_09_a.jpg,wristwatch,color:blue;condition:used;material:metal;size:medium,blue,metal,used,medium
analog watch,team9_wristwatch_09_2,wristwatch,train,pooled_images/team9_wristwatch_09_b.jpg,wristwatch,color:blue;condition:used;material:metal;size:medium,blue,metal,used,medium
analog watch,team9_wristwatch_09_3,wristwatch,train,pooled_images/team9_wristwatch_09_c.jpg,wristwatch,color:blue;condition:used;material:metal;size:medium,blue,metal,used,medium
analog watch,team9_wristwatch_09_4,wristwatch,val,pooled_images/team9_wristwatch_09_d.jpg,wristwatch,color:blue;condition:used;material:metal;size:medium,blue,metal,used,medium
watch side view,team9_wristwatch_10_1,wristwatch,train,pooled_images/team9_wristwatch_10_a.jpg,wristwatch,color:multicolor;condition:used;material:unknown;size:medium,multicolor,unknown,used,medium
watch with orange straps,team9_wristwatch_10_2,wristwatch,train,pooled_images/team9_wristwatch_10_b.jpg,wristwatch,color:multicolor;condition:used;material:unknown;size:medium,multicolor,unknown,used,medium
watch with round dial,team9_wristwatch_10_3,wristwatch,train,pooled_images/team9_wristwatch_10_c.jpg,wristwatch,color:multicolor;condition:used;material:unknown;size:medium,multicolor,unknown,used,medium
watch with round dial,team9_wristwatch_10_4,wristwatch,train,pooled_images/team9_wristwatch_10_d.jpg,wristwatch,color:multicolor;condition:used;material:unknown;size:medium,multicolor,unknown,used,medium
watch with round dial,team9_wristwatch_10_5,wristwatch,train,pooled_images/team9_wristwatch_10_e.jpg,wristwatch,color:multicolor;condition:used;material:unknown;size:medium,multicolor,unknown,used,medium
analog watch,team9_wristwatch_11_1,wristwatch,train,pooled_images/team9_wristwatch_11_a.jpg,wristwatch,color:multicolor;condition:used;material:unknown;size:medium,multicolor,unknown,used,medium
analog watch,team9_wristwatch_11_2,wristwatch,train,pooled_images/team9_wristwatch_11_b.jpg,wristwatch,color:multicolor;condition:used;material:unknown;size:medium,multicolor,unknown,used,medium
analog watch,team9_wristwatch_11_3,wristwatch,train,pooled_images/team9_wristwatch_11_c.jpg,wristwatch,color:multicolor;condition:used;material:unknown;size:medium,multicolor,unknown,used,medium
analog watch,team9_wristwatch_11_4,wristwatch,train,pooled_images/team9_wristwatch_11_d.jpg,wristwatch,color:multicolor;condition:used;material:unknown;size:medium,multicolor,unknown,used,medium
analog watch,team9_wristwatch_11_5,wristwatch,train,pooled_images/team9_wristwatch_11_e.jpg,wristwatch,color:multicolor;condition:used;material:unknown;size:medium,multicolor,unknown,used,medium
analog watch,team9_wristwatch_12_1,wristwatch,train,pooled_images/team9_wristwatch_12_a.jpg,wristwatch,color:unknown;condition:used;material:metal;size:medium,unknown,metal,used,medium
analog watch,team9_wristwatch_12_2,wristwatch,train,pooled_images/team9_wristwatch_12_b.jpg,wristwatch,color:unknown;condition:used;material:metal;size:medium,unknown,metal,used,medium
digital watch,team9_wristwatch_13_1,wristwatch,train,pooled_images/team9_wristwatch_13_a.jpg,wristwatch,color:black;condition:used;material:plastic;size:medium,black,plastic,used,medium
digital watch,team9_wristwatch_13_2,wristwatch,train,pooled_images/team9_wristwatch_13_b.jpg,wristwatch,color:black;condition:used;material:plastic;size:medium,black,plastic,used,medium
digital on watch,team9_wristwatch_13_3,wristwatch,train,pooled_images/team9_wristwatch_13_c.jpg,wristwatch,color:black;condition:used;material:plastic;size:medium,black,plastic,used,medium
digital watch,team9_wristwatch_13_4,wristwatch,val,pooled_images/team9_wristwatch_13_d.jpg,wristwatch,color:black;condition:used;material:plastic;size:medium,black,plastic,used,medium
analog watch,team9_wristwatch_14_1,wristwatch,train,pooled_images/team9_wristwatch_14_a.jpg,wristwatch,color:black;condition:used;material:metal;size:medium,black,metal,used,medium
analog watch,team9_wristwatch_14_2,wristwatch,val,pooled_images/team9_wristwatch_14_b.jpg,wristwatch,color:black;condition:used;material:metal;size:medium,black,metal,used,medium
analog watch,team9_wristwatch_14_3,wristwatch,val,pooled_images/team9_wristwatch_14_c.jpg,wristwatch,color:black;condition:used;material:metal;size:medium,black,metal,used,medium
analog watch,team9_wristwatch_15_1,wristwatch,train,pooled_images/team9_wristwatch_15_a.jpg,wristwatch,color:silver;condition:used;material:metal;size:medium,silver,metal,used,medium
analog watch,team9_wristwatch_15_2,wristwatch,train,pooled_images/team9_wristwatch_15_b.jpg,wristwatch,color:silver;condition:used;material:metal;size:medium,silver,metal,used,medium
analog watch,team9_wristwatch_15_3,wristwatch,train,pooled_images/team9_wristwatch_15_c.jpg,wristwatch,color:silver;condition:used;material:metal;size:medium,silver,metal,used,medium
analog watch,team9_wristwatch_15_4,wristwatch,train,pooled_images/team9_wristwatch_15_d.jpg,wristwatch,color:silver;condition:used;material:metal;size:medium,silver,metal,used,medium
analog watch,team9_wristwatch_15_5,wristwatch,train,pooled_images/team9_wristwatch_15_e.jpg,wristwatch,color:silver;condition:used;material:metal;size:medium,silver,metal,used,medium
black wired optical mouse on white paper,Team1_mouse_A_1,mouse,train,pooled_images/Team1_mouse_A_1_061.jpg,mouse,color:black;condition:unknown;material:plastic;size:unknown,black,plastic,unknown,unknown
black computer mouse with its tangled USB cable,Team1_mouse_A_2,mouse,train,pooled_images/Team1_mouse_A_2_062.jpg,mouse,color:black;condition:unknown;material:plastic;size:unknown,black,plastic,unknown,unknown
overhead view of a black mouse on beige surface,Team1_mouse_A_3,mouse,train,pooled_images/Team1_mouse_A_3_063.jpg,mouse,color:black;condition:unknown;material:plastic;size:unknown,black,plastic,unknown,unknown
black wired computer mouse on a white wall,Team1_mouse_A_4,mouse,val,pooled_images/Team1_mouse_A_4_064.jpg,mouse,color:black;condition:unknown;material:plastic;size:unknown,black,plastic,unknown,unknown
side profile of a black mouse on paper,Team1_mouse_A_5,mouse,train,pooled_images/Team1_mouse_A_5_065.jpg,mouse,color:black;condition:unknown;material:plastic;size:unknown,black,plastic,unknown,unknown
side view of black mouse with orange wheel,Team1_mouse_B_1,mouse,train,pooled_images/Team1_mouse_B_1_066.jpg,mouse,color:black;condition:unknown;material:plastic;size:unknown,black,plastic,unknown,unknown
black Lenovo mouse on a white paper background,Team1_mouse_B_2,mouse,train,pooled_images/Team1_mouse_B_2_067.jpg,mouse,color:black;condition:unknown;material:plastic;size:unknown,black,plastic,unknown,unknown
black computer mouse on an off white wall,Team1_mouse_B_3,mouse,train,pooled_images/Team1_mouse_B_3_068.jpg,mouse,color:black;condition:unknown;material:plastic;size:unknown,black,plastic,unknown,unknown
Lenovo mouse with orange scroll wheel on beige surface,Team1_mouse_B_4,mouse,val,pooled_images/Team1_mouse_B_4_069.jpg,mouse,color:black;condition:unknown;material:plastic;size:unknown,black,plastic,unknown,unknown
black Lenovo mouse and cable on a wood desk,Team1_mouse_B_5,mouse,train,pooled_images/Team1_mouse_B_5_070.jpg,mouse,color:black;condition:unknown;material:plastic;size:unknown,black,plastic,unknown,unknown
dusty black gaming mouse with braided USB cable,Team1_mouse_C_1,mouse,val,pooled_images/Team1_mouse_C_1_071.jpg,mouse,color:black;condition:unknown;material:plastic;size:unknown,black,plastic,unknown,unknown
angular black gaming mouse on an off white wall,Team1_mouse_C_2,mouse,train,pooled_images/Team1_mouse_C_2_072.jpg,mouse,color:black;condition:unknown;material:plastic;size:unknown,black,plastic,unknown,unknown
black gaming mouse with glowing green LED lights,Team1_mouse_C_3,mouse,val,pooled_images/Team1_mouse_C_3_073.jpg,mouse,color:black;condition:unknown;material:plastic;size:unknown,black,plastic,unknown,unknown
black gaming mouse illuminated with blue LED lights,Team1_mouse_C_4,mouse,val,pooled_images/Team1_mouse_C_4_074.jpg,mouse,color:black;condition:unknown;material:plastic;size:unknown,black,plastic,unknown,unknown
top view of a black wired gaming mouse,Team1_mouse_C_5,mouse,train,pooled_images/Team1_mouse_C_5_075.jpg,mouse,color:black;condition:unknown;material:plastic;size:unknown,black,plastic,unknown,unknown
hand holding a gray Logitech mouse,Team1_mouse_D_1,mouse,val,pooled_images/Team1_mouse_D_1_076.jpg,mouse,color:gray;condition:unknown;material:plastic;size:unknown,gray,plastic,unknown,unknown
gray wireless mouse on a gray textured towel,Team1_mouse_D_2,mouse,val,pooled_images/Team1_mouse_D_2_077.jpg,mouse,color:gray;condition:unknown;material:plastic;size:unknown,gray,plastic,unknown,unknown
Logitech wireless mouse on a plain white surface,Team1_mouse_D_3,mouse,val,pooled_images/Team1_mouse_D_3_078.jpg,mouse,color:gray;condition:unknown;material:plastic;size:unknown,gray,plastic,unknown,unknown
gray Logitech mouse on a black patterned mousepad,Team1_mouse_D_4,mouse,val,pooled_images/Team1_mouse_D_4_079.jpg,mouse,color:gray;condition:unknown;material:plastic;size:unknown,gray,plastic,unknown,unknown
wireless Logitech mouse on a light wood desk,Team1_mouse_D_5,mouse,val,pooled_images/Team1_mouse_D_5_080.jpg,mouse,color:gray;condition:unknown;material:plastic;size:unknown,gray,plastic,unknown,unknown
hand holding white Logi mouse against a beige wall,Team1_mouse_E_1,mouse,train,pooled_images/Team1_mouse_E_1_081.jpg,mouse,color:white;condition:unknown;material:plastic;size:unknown,white,plastic,unknown,unknown
white Logi wireless mouse on a blue mousepad,Team1_mouse_E_2,mouse,val,pooled_images/Team1_mouse_E_2_082.jpg,mouse,color:white;condition:unknown;material:plastic;size:unknown,white,plastic,unknown,unknown
white wireless Logi mouse on a white background,Team1_mouse_E_3,mouse,val,pooled_images/Team1_mouse_E_3_083.jpg,mouse,color:white;condition:unknown;material:plastic;size:unknown,white,plastic,unknown,unknown
